episode,reward,time_seconds,steps
672,188.0251,0.1229,323
673,239.6386,0.1230,350
674,213.4614,0.1231,409
675,268.7827,0.1232,395
676,261.5919,0.1232,259
677,-1.0694,0.1236,247
678,247.0495,0.1236,346
679,238.8429,0.1237,332
680,206.1885,0.1237,333
681,257.3816,0.1239,329
682,236.8853,0.1242,372
683,247.1780,0.1243,334
684,6.7110,0.1245,241
685,223.1312,0.1245,340
686,247.1204,0.1246,275
687,236.6610,0.1251,309
688,238.0764,0.1252,301
689,135.0770,0.1253,1000
690,246.7670,0.1256,335
691,228.9141,0.1260,368
692,244.3074,0.1263,307
693,111.8892,0.1263,1000
694,245.2087,0.1264,626
695,-18.5779,0.1265,231
696,30.5765,0.1265,245
697,218.8699,0.1270,325
698,217.1172,0.1271,310
699,218.5861,0.1271,298
700,248.3310,0.1271,765
701,239.7863,0.1273,287
702,233.0448,0.1276,288
703,227.7484,0.1276,297
704,-6.2072,0.1278,242
705,266.8700,0.1279,293
706,261.4262,0.1279,449
707,254.1128,0.1285,374
708,254.0009,0.1286,348
709,126.2523,0.1287,1000
710,190.2355,0.1288,495
711,245.7322,0.1289,315
712,-6.6320,0.1290,246
713,217.3548,0.1295,564
714,260.8939,0.1296,360
715,222.2046,0.1296,340
716,-0.7296,0.1301,263
717,233.3720,0.1301,318
718,198.5525,0.1303,506
719,107.1601,0.1304,1000
720,-8.3424,0.1305,319
721,2.8273,0.1306,245
722,-24.3921,0.1311,215
723,211.6326,0.1312,333
724,-31.6970,0.1314,228
725,135.8106,0.1318,1000
726,-29.7844,0.1320,253
727,193.6766,0.1320,440
728,-15.5573,0.1322,251
729,123.8049,0.1322,1000
730,10.0412,0.1323,232
731,231.9918,0.1323,324
732,242.2487,0.1327,300
733,239.1381,0.1327,353
734,232.3975,0.1328,308
735,254.8682,0.1330,354
736,242.9062,0.1334,326
737,247.7205,0.1339,381
738,108.5659,0.1340,1000
739,226.4689,0.1344,676
740,108.6804,0.1345,1000
741,236.3670,0.1346,339
742,275.1732,0.1347,501
743,244.7648,0.1347,307
744,255.5900,0.1351,408
745,258.0162,0.1351,286
746,216.9152,0.1352,308
747,235.1966,0.1353,377
748,244.0799,0.1354,322
749,3.5974,0.1354,375
750,227.7010,0.1355,304
751,248.9590,0.1359,317
752,239.1309,0.1359,282
753,251.1270,0.1360,320
754,228.3669,0.1362,298
755,232.6446,0.1365,366
756,130.0341,0.1368,1000
757,233.2280,0.1369,305
758,202.2502,0.1374,331
759,249.1364,0.1375,350
760,90.9323,0.1376,1000
761,207.5401,0.1377,313
762,131.3697,0.1378,1000
763,-23.1422,0.1382,286
764,263.1631,0.1384,273
765,255.4453,0.1384,388
766,235.7088,0.1386,340
767,235.2777,0.1391,341
768,219.7795,0.1391,351
769,116.9984,0.1392,1000
770,248.7388,0.1393,357
771,236.7199,0.1395,334
772,193.9138,0.1399,378
773,236.8675,0.1403,359
774,232.4414,0.1404,494
775,47.7023,0.1407,1000
776,150.1316,0.1410,1000
777,245.7816,0.1410,368
778,217.9819,0.1411,392
779,244.2724,0.1414,305
780,220.4922,0.1416,319
781,-10.9991,0.1419,286
782,236.9273,0.1420,347
783,93.3986,0.1422,1000
784,224.5047,0.1426,323
785,202.4570,0.1427,427
786,118.1892,0.1427,1000
787,239.0067,0.1428,326
788,216.2788,0.1430,323
789,-21.8676,0.1432,268
790,227.0669,0.1434,344
791,22.2483,0.1435,268
792,215.7841,0.1436,353
793,237.8157,0.1438,364
794,238.0397,0.1440,304
795,3.4554,0.1441,270
796,149.2480,0.1442,1000
797,-17.2167,0.1442,282
798,256.8096,0.1444,369
799,-4.4188,0.1444,262
800,221.3160,0.1444,320
801,227.9787,0.1448,324
802,14.0594,0.1449,249
803,221.3547,0.1449,332
804,232.0077,0.1450,379
805,226.0217,0.1451,333
806,241.3361,0.1454,347
807,230.7488,0.1455,346
808,245.4995,0.1456,369
809,197.3017,0.1458,475
810,218.8626,0.1459,346
811,227.0382,0.1464,347
